"cal_year","cal_month","shortage","sam_0","sam_1","sam_2","sam_3","sam_6","sam_9","sam_12","oni_detrended_0","oni_detrended_1","oni_detrended_2","oni_detrended_3","oni_detrended_6","oni_detrended_9","oni_detrended_12","soi_0","soi_1","soi_2","soi_3","soi_6","soi_9","soi_12","precip_30","precip_61","precip_91","precip_183","precip_273","precip_365","mean_day_tmin_30","mean_day_tmin_61","mean_day_tmin_91","mean_day_tmin_183","mean_day_tmin_273","mean_day_tmin_365","mean_day_tmax_30","mean_day_tmax_61","mean_day_tmax_91","mean_day_tmax_183","mean_day_tmax_273","mean_day_tmax_365","heat_day_30","heat_day_61","heat_day_91","heat_day_183","heat_day_273","heat_day_365"
1996,8,"not_shortage",-2.46,0.22,-1.4,1.9,-1.74,NA,NA,-0.2,-0.32,-0.3,-0.26,-0.85,NA,NA,0.7,0.7,1.2,0.3,0.3,NA,NA,50.843499770388,104.771217899397,206.21562637575,904.241287648678,1523.51538656279,1775.81625904515,11.6953295707703,10.9581033547719,11.6322434393914,14.3648100993672,16.7109423696776,17.6432408528785,21.2159461975098,20.0279296080271,19.8141324598711,21.8555870264606,23.6989251161233,24.1617317147451,344.267863273621,631.02861738205,975.729247093201,2393.64753484726,4144.46213388443,5795.34959936142
1996,9,"not_shortage",-3.5,-2.46,0.22,-1.4,1.31,NA,NA,-0.45,-0.2,-0.32,-0.3,-0.56,NA,NA,0.6,0.7,0.7,1.2,1.1,NA,NA,34.4461431782693,85.2896429486573,139.217361077666,837.931033706293,1391.84376045875,1778.49012525752,14.8642473538717,13.279788462321,12.2234463115315,13.6874464222642,16.0106073072105,17.3831817026008,24.0203523635864,22.6181492805481,21.3320969906482,21.6105814344896,23.3492985889589,24.1938936311905,439.531307220459,783.79917049408,1080.14655351639,2313.29268503189,4004.74936056137,5761.37778997421
1997,1,"not_shortage",2.37,0.03,-2.36,2.79,0.22,-0.28,0.55,-0.54,-0.61,-0.34,-0.4,-0.32,-0.36,-0.86,0.5,0.9,-0.1,0.6,0.7,0.8,1,134.325930297375,311.33714903146,461.773735325783,586.837819794193,1042.27574773505,1592.54711906984,20.3594271977743,20.2766384760539,19.9158334312858,17.3766561987622,15.856790357457,16.5965540689965,25.7676851272583,26.0040747006734,26.3967179728078,24.7097712865944,23.0928491934752,23.7711248737492,545.389022827148,1087.73983669281,1658.69430589676,2947.01848268509,3956.90947580338,5537.81869697571
1997,10,"not_shortage",-1.78,0.69,0.76,1.82,0.15,2.37,2.79,2.4,2.12,1.91,1.67,0.27,-0.54,-0.4,-1.5,-1.4,-1.4,-0.8,-0.6,0.5,0.6,79.60222004354,144.235219653696,156.226929714903,507.379587857053,833.05384965241,1295.49591767415,17.4795303980509,16.3458285649618,14.4582750535273,13.416021267573,15.4126939205896,16.5440799967883,24.255533917745,23.4220034440358,22.3127074084439,20.6966455803543,22.6380770616916,23.5715477825844,478.926691055298,895.877917289734,1226.2296949625,2210.70986497402,3824.76959168911,5498.53657901287
1997,11,"not_shortage",-3.17,-1.78,0.69,0.76,1.43,0.68,-2.36,2.48,2.4,2.12,1.91,0.76,-0.36,-0.34,-1.2,-1.5,-1.4,-1.4,-1.3,1.7,-0.1,138.044587267563,217.646807311103,284.440400669351,481.097273621708,776.147854397073,1284.12061741389,20.1637688954671,18.821649646759,17.5569695902395,14.27754326466,15.2289227173005,16.6475048293806,27.1588835398356,25.7072087287903,24.6339698519026,21.7326476508802,22.5026417686826,23.6138506066309,564.974155426025,1043.90084648132,1475.39436674118,2392.3119314909,3787.98792397976,5521.37986218929
1997,12,"not_shortage",-0.89,-3.17,-1.78,0.69,0.69,1.43,0.03,2.32,2.48,2.4,2.12,1.22,-0.2,-0.61,-1,-1.2,-1.5,-1.4,-1.4,-0.4,0.9,118.163735087961,256.073425287381,335.810542399064,509.41707873717,815.191696738824,1233.83140274324,22.7514743169149,21.5340584119161,20.1651958423656,16.2126442395924,15.5891475424225,16.8506152760493,29.5873929341634,28.4678470611572,27.0538894317962,23.5712637145663,22.8537575718247,23.8793283540909,631.910120010376,1198.05510044098,1696.43048477173,2733.05211317539,3880.49651181698,5605.72596871853
1997,2,"not_shortage",0.68,2.37,0.03,-2.36,-2.46,1.9,-1.74,-0.36,-0.54,-0.61,-0.34,-0.2,-0.26,-0.85,1.7,0.5,0.9,-0.1,0.7,0.3,0.3,199.630279172212,346.921679187566,507.934321328998,751.593543149531,938.545299524441,1640.29583553225,21.9433872858683,21.0769401868184,20.8745568663209,18.9826312351748,16.5285306832729,16.6920062548494,28.3411305745443,27.1052896499634,26.9951854328533,25.8202272634037,23.8319945143256,23.8626575731251,604.206846237183,1145.28826999664,1717.37355327606,3188.27547740936,4151.49529361725,5574.85152721405
1997,3,"not_shortage",1.43,0.68,2.37,0.03,-3.5,-1.4,1.31,-0.2,-0.36,-0.54,-0.61,-0.45,-0.3,-0.56,-0.4,1.7,0.5,0.9,0.6,1.2,1.1,78.7971150428057,274.749763105065,425.757235918194,787.4945562426,914.513235488907,1613.22690811753,19.6980592091878,20.8159477233887,20.6188938853505,19.8312710464978,17.2912460194403,16.7478883403621,26.7666945139567,27.5566573460897,26.9752000452398,26.3176753872731,24.6586786731259,23.9598215181534,543.528045654297,1146.93951892853,1708.78157711029,3305.90950155258,4368.75948619843,5601.90561771393
1997,4,"not_shortage",0.15,1.43,0.68,2.37,2.79,0.22,-0.28,0.27,-0.2,-0.36,-0.54,-0.4,-0.32,-0.36,-0.6,-0.4,1.7,0.5,0.6,0.7,0.8,38.7973985802382,117.594513623044,317.263234483078,782.170122919604,899.382915940136,1571.83076400124,17.1054397583008,18.4017494837443,19.5952499305809,19.7263331022419,18.0592220047891,16.7634290904215,24.8004473368327,25.7835709253947,26.6227820050585,26.4965702119421,25.3116740272159,23.9186216537267,475.681703567505,1019.2097492218,1643.38185691833,3309.25560045242,4558.52933740616,5600.67192220688
1997,5,"not_shortage",1.43,0.15,1.43,0.68,-2.36,-2.46,1.9,0.76,0.27,-0.2,-0.36,-0.34,-0.2,-0.26,-1.3,-0.6,-0.4,1.7,-0.1,0.7,0.3,164.326901502907,216.179024970159,295.050580775365,803.023343792185,1025.99548332207,1233.63432198763,14.9084847132365,15.9240194002787,17.2054296011453,19.0493984951999,18.4207190000094,16.7088880173148,20.8392709096273,22.8059151967367,24.1218527070769,25.5577894012785,25.2868014045687,23.9086248998773,383.372088909149,855.061607837677,1415.56624078751,3152.90505552292,4600.18243503571,5587.02679586411
1997,6,"not_shortage",0.69,1.43,0.15,1.43,0.03,-3.5,-1.4,1.22,0.76,0.27,-0.2,-0.61,-0.45,-0.3,-1.4,-1.3,-0.6,-0.4,0.9,0.6,1.2,89.5861987434328,253.91310024634,305.839664475992,736.261695792899,1081.13553888723,1220.3528999649,11.3527036825816,13.130594197909,14.4542134934729,17.5490619393646,18.0348350800874,16.5720549844716,18.8217535018921,19.8305122057597,21.5026413844182,24.256412995969,24.7155268043825,23.8597926962866,302.167362451553,685.539451360703,1174.20555758476,2901.2588326931,4462.8184902668,5551.89227938652
1997,7,"not_shortage",1.82,0.69,1.43,0.15,2.37,2.79,0.22,1.67,1.22,0.76,0.27,-0.54,-0.4,-0.32,-0.8,-1.4,-1.3,-0.6,0.5,0.6,0.7,96.7557513453066,183.260878503323,350.926582820714,681.318982953206,1139.04291263781,1263.43866441026,10.9583799997966,11.1238289276759,12.3913879761329,15.9842548240078,17.2566798999633,16.6359410860767,17.6580598513285,18.2566364129384,19.0980725026393,22.8606228072787,24.007521601387,23.7559118375386,280.083366394043,581.984704256058,975.244911909103,2631.61117148399,4263.07162594795,5546.75865197182
1997,8,"not_shortage",0.76,1.82,0.69,1.43,0.68,-2.36,-2.46,1.91,1.67,1.22,0.76,-0.36,-0.34,-0.2,-1.4,-0.8,-1.4,-1.3,1.7,-0.1,0.7,9.83111631311476,106.368548480794,193.318070137873,491.707453727722,999.64816012606,1222.65235627443,10.7643954674403,10.8635073860486,11.0129028126434,14.1027337618864,16.31033154285,16.5588012923933,20.1177207946777,18.9136629581451,18.8795052517901,21.477988305639,23.2440457291655,23.6676165672198,315.809483647346,596.052028775215,907.029446005821,2332.48380553722,4024.31667411327,5517.09999978542
1997,9,"not_shortage",0.69,0.76,1.82,0.69,1.43,0.03,-3.5,2.12,1.91,1.67,1.22,-0.2,-0.61,-0.45,-1.4,-1.4,-0.8,-1.4,-0.4,0.9,0.6,66.285366486758,76.1164827998728,173.098309466615,479.195705171674,897.512633472681,1254.49157958291,15.1041239102681,12.9342596888542,12.2705443691421,13.3496296145225,15.7515758882949,16.578517173741,22.5851540565491,21.3514374256134,20.1091561579442,20.7924898699985,22.8291091569614,23.5496550625318,417.00899553299,732.818479180336,1022.1371036768,2205.96475541592,3894.81095921993,5494.57768809795
